-570,532,3253,242,-512,-5794,520,19,-208
-570,532,3253,197,-311,-5777,779,-398,-232
-682,591,3168,94,-242,-6208,1033,-632,-245
-682,591,3168,132,-276,-5548,1358,-564,-229
-682,591,3168,-47,-588,-4428,1237,-498,-243
-682,591,3168,-585,-757,-5081,912,-744,-436
-614,824,3105,-715,-131,-6013,1053,-917,-660
-614,824,3105,-454,64,-5104,1328,-856,-774
-614,824,3105,-546,-36,-4205,1202,-747,-853
-614,824,3105,-863,-89,-3667,902,-645,-1097
-614,824,3105,-631,45,-3546,539,-621,-1362
-572,995,3063,-423,261,-4060,309,-540,-1501
-572,995,3063,-91,405,-4378,282,-383,-1506
-572,995,3063,145,435,-4526,437,-200,-1402
-572,995,3063,116,270,-4052,670,-138,-1304
-698,843,3076,220,172,-3251,780,-196,-1229
-698,843,3076,76,97,-2773,715,-327,-1181
-698,843,3076,38,34,-2673,583,-485,-1183
-698,843,3076,174,124,-2740,452,-627,-1194
-698,843,3076,302,222,-2664,326,-582,-1131
-800,718,3066,304,190,-2724,122,-347,-1023
-800,718,3066,403,157,-2723,-24,-180,-964
-800,718,3066,636,178,-2771,-164,-103,-848
-800,718,3066,639,135,-2907,-260,-211,-672
-815,462,3074,273,11,-3273,-323,-457,-601
-815,462,3074,243,20,-3261,-403,-769,-679
-815,462,3074,513,130,-3700,-560,-894,-671
-815,462,3074,557,175,-4780,-568,-835,-543
-815,462,3074,-45,-83,-4485,-618,-806,-526
-729,156,3340,-469,-219,-4818,-795,-797,-779
-729,156,3340,-35,-11,-5146,-888,-539,-978
-729,156,3340,261,89,-5393,-943,-100,-932
-729,156,3340,227,1,-5418,-783,141,-893
-661,-365,3440,-302,-66,-4569,-647,146,-1072
-661,-365,3440,79,487,-3995,-728,159,-1238
-661,-365,3440,461,353,-3777,-841,182,-1240
-661,-365,3440,136,314,-4285,-706,-75,-1156
-661,-365,3440,-245,91,-4256,-342,-420,-1237
